perfume_id,brand,name,img_url,old_price,new_price,price_THB,ml,concentration,department,scents,base_note,middle_note,item_rating,seller,seller_rating,num_seller_ratings,,,,,THB,,,Men_typ,Women_typ,Unisex_typ,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,Roberto Cavalli,Nero Assoluto,https://fimgs.net/mdimg/perfume/375x500.18833.jpg,264,129.55,1176.314,75,EDP,Women,Arabian,"Ebony, Woody",Vanilla,5,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,Juicy Couture,Viva La Juicy Noir,https://image-optimizer-th.production.sephora-asia.net/images/product_images/closeup_719346167086_Viva-La-Juicy-Nior_30ml_1_88c33c714d9aed8a56b1514f7ab2199321e0cc61_1619267982.png,490,144.45,1311.606,100,EDP,Women,Fruity,"Amber, Caramel, Vanilla, Sandalwood","Gardenia, Honeysuckle, Jasmine",4.9,Rose Gallary,3.5,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,PACO RABANNE,Lady Million,https://image-optimizer-th.production.sephora-asia.net/images/product_images/closeup_65051781_PRF-LADY-M-EDP-80ML_01_771b595c1fe2c70101f77a79f0425b195195ff28_1619266436.png,535,210,1906.8,80,EDP,Women,Floral,Gardenia,"Arabic Jasmine, African Orange Flower",4.7,Beauty Ideas,3.9,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,Giorgio Beverly Hills,giorgio,https://fimgs.net/mdimg/perfume/375x500.1889.jpg,120,120,1089.6,90,EDT,Women,Floral,"Sandalwood, Patchouli, Vanilla, Amber, Cedar, Oakmoss, Musk","Ylang-ylang, Seductive Tuberose, Gardenia, Jasmine, Rose, Orchid",5,Faces,3.9,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,Guerlain,Idylle,https://fimgs.net/mdimg/perfume/375x500.14179.jpg,430,256,2324.48,100,EDP,Women,Floral,"Amber, Sandalwood","Magnolia, Jasmine, Ylang Ylang",4.3,MOON LIGHT,3.9,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,Yves Saint Laurent,Libre,https://fimgs.net/mdimg/perfume/375x500.56077.jpg,655,410,3722.8,90,EDP,Women,Floral,"Amber, Vanilla, Ambergris, Musk","Orange Blossom, Jasmine, Lavender",4.9,Parfume-Stor,4.2,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,Jean Paul GAULTIER,Scandal,https://fimgs.net/mdimg/perfume/375x500.68074.jpg,400,288,2615.04,50,EDP,Women,Floral,"Patchouli, Beeswax, Caramel, Licorice","Honey, Gardenia, Jasmine, Orange Blossom, Peach",5,Shopping life,4.2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,Ajmal,Raindrops,https://fimgs.net/mdimg/perfume/375x500.15090.jpg,97,47.95,435.386,50,EDP,Women,Fruity,"Floral, Amber, Woody",Animalistic Floral,4.7,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,GUCCI,Guilty Absolute,https://perfuma.lk/wp-content/uploads/2022/10/Gucci-Guilty-Absolute-Pour-Femme-1-1100x804-1.jpg,552,332.3,3017.284,90,EDP,Women,Spicy,"Patchouli, Amber","Vetiver, Cypress, Bulgarian Rose, Woody",4.2,Star.perfume,3.9,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,UNITED COLORS OF BENETTON,Cold,https://m.media-amazon.com/images/I/41qiUzPix2L._AC_SL1500_.jpg,51,27.95,253.786,100,EDT,Women,Spicy,"Amber, Frankincense, Musk, Patchouli, Vanilla, Vetiver","Coriander, Cumin, Pimiento",4,top langri,4.2,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,TED LAPIDUS,Rumba Passion Ted Lapidus,https://m.media-amazon.com/images/I/61hg+dHEKdL._AC_UL480_FMwebp_QL65_.jpg,140,95,862.6,100,EDT,Women,Floral,"Patchouli, Vanilla, Honey","Jasmine, Rose",5,Beauty Gallery,3.7,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,BOUCHERON,Quatre,https://m.media-amazon.com/images/I/61HAZIZD0fL._AC_UL480_FMwebp_QL65_.jpg,462,169.75,1541.33,100,EDP,Women,Floral,"Caramel, Cashmere Wood, Vanilla, White Musk","Apple, Jasmine, Fishing, Rose",4.9,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,DORALL COLLECTION,Molto Carina,https://m.media-amazon.com/images/I/71kDVqFM3UL._AC_UL480_FMwebp_QL65_.jpg,27,8.55,77.634,100,EDT,Women,Woody,"Musk, Lactone, Amber","Tropical Fruits, Peach, Jasmin, Water",4,B.A.G,3.7,14.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,VALENTINO,Valentina,https://image-optimizer-th.production.sephora-asia.net/images/product_images/closeup_3614272731929_Valentina_c7a708b0c7d555d7f75f232df03d8e5e40a283b8_1650209848.png,500,241,2188.28,80,EDP,Women,Floral,"Cedar,Vanilla,Amber","Strawberry,Tuberose,African Orange Flower,Jasmine",5,top langri,3.7,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,DKNY,Be Delicious,https://m.media-amazon.com/images/I/71-IrlR0XeL._AC_UL480_FMwebp_QL65_.jpg,185,148.35,1347.018,100,EDP,Women,Floral,"Amber, Woody","Apple, Tuberose, White Muguet, Rose, Violet",4.8,AMLAQ,3.9,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,Estee Lauder,Modern Muse,https://m.media-amazon.com/images/I/61PASJ1fH1L._AC_UL480_FMwebp_QL65_.jpg,584,239.7,2176.476,100,EDP,Women,Floral,"Patchouli, Amber, Musk, Vanilla, Woody","Tuberose, Lily, Flower Petals, Honeysuckles, Jasmine Sambac, Chinee Jasmine",4.5,AMLAQ,3.9,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,CAROLINA HERRERA,Good Girl,https://image-optimizer-th.production.sephora-asia.net/images/product_images/closeup_1_Product_8411061818961-Carolina-Herrera-Good-Girl-Eau-De-Parfum-80ml_b7bf0177d5a498c33eedb72b887730a20c8a7cae_1619778854.png,565,213.15,1935.402,80,EDP,Women,Arabian,"Tonka Bean, Cocoa, Sandalwood, Praline, Cinnamon, Cedar, Cashmere Wood","Jasmine Sambac, Tuberose, Orris, Bulgarian Rose, Orange Blossom",4.8,hadayiq baris,3.8,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,ELIE SAAB,Girl of Now Shine,https://m.media-amazon.com/images/I/51P1-dGh19L._AC_UL480_FMwebp_QL65_.jpg,504,192,1743.36,90,EDP,Women,Arabian,"Iris, Jasmine, Vanilla, Patchouli","Roasted Almonds, Ylang-ylang",5,flower,4.2,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,Roberto Cavalli,Florence,https://m.media-amazon.com/images/I/81G606+d15L._AC_UL480_FMwebp_QL65_.jpg,230,166.8,1514.544,75,EDP,Women,Floral,"Patchouli, Musk, Amber","Orange Blossom, Grapefruit Blossom, Hibiscus Seed",4.6,AMLAQ,3.9,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,AVON,Tomorrow,https://m.media-amazon.com/images/I/71rg2T4dOWL._AC_SX425_.jpg,130,70,635.6,50,EDP,Women,Floral,"Powdery, Floral, Woody, Balsamic, Rose",Musk,4.5,Tiffany,3.7,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,Salvatore Ferragamo,Signorina Eleganza,https://m.media-amazon.com/images/I/61Qx+vafQLL._AC_UL480_FMwebp_QL65_.jpg,326,153.3,1391.964,100,EDP,Women,Fruity,"Patchouli, Leather","Almond Powder, Golden Osmanthus Petals",5,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,DORALL COLLECTION,Nashwa,https://m.media-amazon.com/images/I/61puGgGes+L._AC_SX425_.jpg,43,14.2,128.936,100,EDT,Women,Woody,"Amber, patchouli, Vanilla, Musk, Sandalwood","Magnolia, gardenia, lily of the valley, freesia, jasmine",5,B.A.G,3.7,14.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,HUGO BOSS,XX,https://down-th.img.susercontent.com/file/b5229c53bd5cb8b420731597a2d212aa,295,158.65,1440.542,100,EDT,Women,Fruity,"Amber, Musk, Sandalwood","Jasmine, Rice, Rose",4.5,Star.perfume,3.9,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,Sedr Al-Khaleej Perfumes,Moon Light,https://assets.goldenscent.com/catalog/product/g/o/golden_scent_sedr_alkhaleej_moon_light_100_ml_unisex_6287001952963_2.jpg,55,34.3,311.444,100,EDP,Women,Citrus,"Tonka Bean, Cocoa, Sandalwood, Praline, Cinnamon, Cedar, Cashmere Wood","Jasmine Sambac, Tuberose, Orris, Bulgarian Rose, Orange Blossom",5,SEDR,4.2,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,ANGEL SCHLESSER,Essential,https://m.media-amazon.com/images/I/71sg8FfbLlL._AC_UL480_FMwebp_QL65_.jpg,287,103.95,943.866,100,EDP,Women,Oriental,"Sandal Wood, Musk, Vetiver","Peony, Violet, Freesia, Bulgarian Rose",4.6,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,S.T.Dupont,Essence Pure,https://cdn.riah.ae/storage/upload/images/2023/07/10/64ac1af61c6b0.jpg,215,84.6,768.168,100,EDT,Women,Citrus,"Amber, Patchouli, Vanilla, Cedar","Jasmine, Rose",4.4,the beauty,4.1,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,S.T.Dupont,Passenger Spray,https://i.ebayimg.com/images/g/yPIAAOSwliFcBRF8/s-l1600.webp,220,124.7,1132.276,100,EDP,Women,Fruity,"Sandalwood, Musk","Redolent with Cyclamen, Gardenia, Rose, Iris",5,AMLAQ,3.9,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,Ajmal,Evoke,https://m.media-amazon.com/images/I/61DbvDrpKKL._AC_UL480_FMwebp_QL65_.jpg,150.05,150.05,1362.454,75,EDP,Women,Floral,"Patchouli, Vanilla, Moss","Jasmine, Rose, Orris",5,BOUTIQUE PERFUMES,4.3,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,Guerlain,Idylle,https://m.media-amazon.com/images/I/41QUhczW4tL._AC_UL480_FMwebp_QL65_.jpg,725,259.7,2358.076,100,EDP,Women,Floral,"Musk, Patchouli","Jasmine, Lilac, Lily, Lily Of The Valley, Peony",5,ثروة الجمال,3.8,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,CHOPARD,Wish,https://m.media-amazon.com/images/I/5137V9RNAuL._AC_UL480_FMwebp_QL65_.jpg,182,96,871.68,75,EDP,Women,Oriental,"Patchouli, Caramel, Amber, Sandalwood, Vanilla","Honey, Milk, Lily Of The Valley, Orchid, Violet, Jasmine, Heliotrope, Osmanthus, Magnolia",4.8,Dior Fragrances,3.9,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,CHOPARD,Happy Spirit,https://m.media-amazon.com/images/I/51fqRHe6zZL._AC_UL480_FMwebp_QL65_.jpg,230,152.15,1381.522,75,EDP,Women,Floral,"Amber, Cashmere Wood, Musk","Honeysuckle, Osmanthus",4.4,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PACO RABANNE,Olympea,https://m.media-amazon.com/images/I/51Ec9QCWqWL._AC_UL480_FMwebp_QL65_.jpg,458,134,1216.72,80,EDP,Women,Floral,"Cashmere Wood, Sandalwood, Ambergris",Salted Vanilla,4,Number One,4.2,1.3K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,jennifer lopez,Live,https://m.media-amazon.com/images/I/51Z5pNFSH3L._AC_SX425_.jpg,161,104,944.32,100,EDP,Women,Fruity,"Tonka Bean, Sensual, Rich, Creamy Buttery Lactonic Caramel","Uity Red Currant Blossoms, Violet",5,Star.perfume,3.9,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,Yves Saint Laurent,Black Opium Nuit Blanche,https://m.media-amazon.com/images/I/61SzkobJClL._AC_UL480_FMwebp_QL65_.jpg,620,266.9,2423.452,90,EDP,Women,Spicy,"Vanilla, Orchid, Sandalwood, White Musk","Orange Blossom Absolute, Black Opium Coffee",4.5,Al-Najm,3.7,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,Ajmal,Sacrifice,https://m.media-amazon.com/images/I/51uHn7fI6rL._AC_UL480_FMwebp_QL65_.jpg,75.9,75.9,689.172,50,EDP,Women,Floral,"Woody, Oriental, Musk","Floral, Musky",4.5,neo lek,3.5,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,BVLGARI,Petits Et Mamans,https://m.media-amazon.com/images/I/6130MpeH1aL._AC_SY355_.jpg,327,197.75,1795.57,100,EDT,Women,Floral,"Iris, Vanilla",White Peach,4.8,Tiffany,4.2,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,TRUSSARDI,My Name,https://m.media-amazon.com/images/I/41xp1Ej2P-L._AC_UL480_FMwebp_QL65_.jpg,308,228,2070.24,50,EDP,Women,Floral,"Amber, Vanilla","Lilac, Musk",4.6,Beautiful Live,4.2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,VERSACE,Crystal Noir,https://mcgrocer.com/cdn/shop/files/2dd186e4955d03d16d5bddf2d116495f.jpg?v=1710981904,342,183.45,1665.726,50,EDT,Women,Arabian,"Sandalwood, Musk, Amber","Orange Blossom, Peony, Gardenia, Coconut",3.9,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,EMPORIO ARMANI,Because It's You,https://m.media-amazon.com/images/I/61grC1L4N7L._AC_UL480_FMwebp_QL65_.jpg,483,154.7,1404.676,100,EDP,Women,Floral,"Musk, Vanilla, Amber",Rose,4.9,Al-Najm,3.7,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,Genie,London Burberry,https://m.media-amazon.com/images/I/61Z7Stg1TBL._AC_UL480_FMwebp_QL65_.jpg,29,14.95,135.746,25,EDP,Women,Floral,"Wood, Musk","Jasmine, Tiare Flower, Soft Peony",4.7,moon perfume,3.7,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,Roberto Cavalli,Women,https://m.media-amazon.com/images/I/81mOdcSEWHL._AC_UL480_FMwebp_QL65_.jpg,430,103,935.24,75,EDP,Women,Arabian,"Benzoin,Tonka Bean,Vanilla",Orange Tree Blossom,5,rich&light,3.8,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,LALIQUE,Lalique,https://m.media-amazon.com/images/I/61CxwlSwWUL._AC_UL480_FMwebp_QL65_.jpg,541,249,2260.92,100,EDP,Women,Woody,"White Musk,Sandalwood,Vanilla","Blackberry,Cassis,Pear",4.4,Faces,3.9,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,Elizabeth Arden,5th Avenue,https://m.media-amazon.com/images/I/614SqPNsmAL._AC_UL480_FMwebp_QL65_.jpg,155,93,844.44,75,EDP,Women,Floral,"Amber, Musk, Sandalwood, Iris, Vanilla","Bulgarian Pink Violet, Ylang-ylang, Jasmine, Indian Tuberose, Peach, Carnation, Nutmeg",4,Ryhana Perfume,4.2,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,ELIE SAAB,Girl Of Now,https://m.media-amazon.com/images/I/51Jlo7T3d-L._AC_UL480_FMwebp_QL65_.jpg,561,250,2270,90,EDP,Women,Floral,"Patchouli,Cashmeran,Tonka Bean, Almod milk","Orange Blossom,Magnoli,Almond",4.5,Beuatyone1,3.5,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,cacharel,Noa,https://m.media-amazon.com/images/I/41ThA51h+hL._AC_UL480_FMwebp_QL65_.jpg,299,154.75,1405.13,100,EDT,Women,Fresh,"Woodsy transparent with coffee, incense touches","White flowers, ylang-ylang, rose",4.5,Star.perfume,3.9,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,LACOSTE,Touch Of Pink,https://m.media-amazon.com/images/I/61DzF+8Mp4L._AC_UL480_FMwebp_QL65_.jpg,238,95,862.6,50,EDT,Women,Floral,"Woody, Musk, Vanilla","Jasmine, Unexpected Carrot, Spicy Coriander",4.6,Cute Shop,4.4,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,GUESS,Gold,https://m.media-amazon.com/images/I/61HceuJXAGL._AC_UL480_FMwebp_QL65_.jpg,341,119,1080.52,75,EDP,Women,Floral,"Sandalwood, Patchouli, Amber, Vetiver, Musk","Jasmine, Lotus, Intoxicating Seductress Rose",4.9,Beautiful Live,4.2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,BVLGARI,Goldea The Roman Night,https://m.media-amazon.com/images/I/81Bu5XXNvXL._AC_UL480_FMwebp_QL65_.jpg,530,229.25,2081.59,75,EDP,Women,Floral,"Patchouli,Musk,Vetiver,Moss","Black Peony,Night-Blooming Jasmine,Rose,Tuberose",4.7,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,Guerlain,Samsara,https://m.media-amazon.com/images/I/61GginOKE6L._AC_UL480_FMwebp_QL65_.jpg,400,221.45,2010.766,100,EDP,Women,Arabian,"Sandal Wood, Vanilla, Tonka Bean, Amber, Musk","Jasmine, Cold Woodsy Iris, Luscious Narcissus, Violet, Rose",4.7,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,HUGO BOSS,The Scent,https://m.media-amazon.com/images/I/51fbifMyLjL._AC_UL480_FMwebp_QL65_.jpg,535,155,1407.4,100,EDP,Women,Fruity,Cacao,Osmanthus,4.5,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,CHOPARD,Happy Spirit Forever,https://m.media-amazon.com/images/I/61-ITeDC4yL._AC_UL480_FMwebp_QL65_.jpg,440,98.1,890.748,75,EDP,Women,Oriental,"Patchouli, Amber","Rosemary, Jasmine, Orange Blossom",4.9,AMLAQ,3.9,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PACO RABANNE,Million,https://m.media-amazon.com/images/I/61eYsmpRlAL._AC_UL480_FMwebp_QL65_.jpg,295,166.5,1511.82,50,EDP,Women,Fresh,"Honey, Patchouli","Orange Flower Absolute, Jasmine Absolute",5,Number One,4.3,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,MONTALE,Roses Musk,https://m.media-amazon.com/images/I/51Kj0URq4AL._AC_UL480_FMwebp_QL65_.jpg,375,237.9,2160.132,100,EDP,Women,Floral,Musk,Jasmine,5,Lolita ShopNo Exchange or Return,3.5,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,Dolce & Gabbana,The One,https://m.media-amazon.com/images/I/61qVrfSoBXL._AC_UL480_FMwebp_QL65_.jpg,100,100,908,75,EDP,Women,Fruity,"Tobacco, Amber, Cedar","Orange Blossom, Ginger, Cardamom",5,Asrar Aljamal,3.9,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,Kenzo,World Intense,https://m.media-amazon.com/images/I/51lClyuB9UL._AC_UL480_FMwebp_QL65_.jpg,500,149.75,1359.73,75,EDP,Women,Spicy,Vanilla,"Jasmine, Peony",4,Star.perfume,3.9,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,Dolce & Gabbana,L' Imperatrice 3,https://m.media-amazon.com/images/I/51I9DaDjO4L._AC_UL480_FMwebp_QL65_.jpg,370,157.7,1431.916,100,EDT,Women,Fruity,"Lemon Tree, Musk, Sandalwood","Watermelon, Cyclamen, Jasmine",4.7,AMLAQ,3.9,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,Mariah Carey,Forever,https://m.media-amazon.com/images/I/61s6sReyksL._AC_UL480_FMwebp_QL65_.jpg,197,126,1144.08,100,EDP,Women,Floral,"Musk, Woody","Gardenia, Tuberose",4,perfumes--addresses,4.4,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,Milton Lloyd,Hawaii London,https://cdn3.shure-cosmetics.co.uk/images/P/SCS00456.jpg,51,23,208.84,55,EDT,Women,Floral,"Woody, Musk","Jasmine, Rose",4,hawas,4.2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,GUESS,Marciano,https://m.media-amazon.com/images/I/71Cvw7E+O0L._AC_UL480_FMwebp_QL65_.jpg,111,83.3,756.364,100,EDP,Women,Citrus,"Vanilla, Musk, Woody","Floral Rhythm Of Peony, Pink Honeysuckle, Intensively Clean, Sweet Jasmine",4.4,Star.perfume,3.9,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,Mancera,Coco Vanille,https://m.media-amazon.com/images/I/51NcG2vdyAL._AC_UL480_FMwebp_QL65_.jpg,446,285,2587.8,120,EDP,Women,Vanilla,"White Musk, Woody, Vanilla","Jasmine, Ylang-Ylang, Tiare Flower",5,AMLAQ,3.9,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,BURBERRY,Weekend,https://m.media-amazon.com/images/I/51Q1-9wbqYL._AC_UL480_FMwebp_QL65_.jpg,197,160,1452.8,100,EDP,Women,Oriental,"Violet Root, Iris, Nectarine, Peach Blossom, Rose Hip Red Cyclamen, Blue Hyacinth","Violet Root, Iris, Nectarine, Peach Blossom, Rose Hip Red Cyclamen, Blue Hyacinth",4.6,AMLAQ,3.9,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,Estee Lauder,Private Collection,https://m.media-amazon.com/images/I/519wSQUyvfL._AC_UL480_FMwebp_QL65_.jpg,461,199.35,1810.098,50,EDP,Women,Floral,"Sandalwood, Heliotrope, Amber, Musk","Bulgarian Rose, Chrysanthemum, Reseda, Ylang-Ylang, Coriander",4.6,Rose Gallary,3.9,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,AMOUAGE,Gold,https://m.media-amazon.com/images/I/61hel9cXcTL._AC_UL480_FMwebp_QL65_.jpg,1376,904.85,8216.038,100,EDP,Women,Woody,"Ambergris, Civet, Musk, Cedar, Sandalwood","Myrrh, Orris, Jasmine",4.4,Parvant Store,3.8,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,AIGNER,Debut,https://m.media-amazon.com/images/I/71UG0lIcFLL._AC_UL480_FMwebp_QL65_.jpg,220,143.75,1305.25,100,EDP,Women,Citrus,"Patchouli, Cedar, Vanilla, White Musk, Oakmoss","Luminous Orange Blossom, Water Lily, Jasmine, Sunflower Seed",4.5,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,J.CASANOVA,Pandora,https://m.media-amazon.com/images/I/61Nd835FreL._AC_UL480_FMwebp_QL65_.jpg,142,88.95,807.666,100,EDP,Women,Floral,"Cedar, Moss, Musk, Amber, Sandalwood","Lily-of-the-valley, Rose, Jasmine, Narcissus, Orchid",5,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,Roberto Cavalli,Serpentine,https://m.media-amazon.com/images/I/51HQIBQnLkL._AC_UL480_FMwebp_QL65_.jpg,286,162.85,1478.678,100,EDP,Women,Arabian,"Tolu Balsam, Sandalwood, Amber","Violet Leaf, Tiare Flower, Pepper, Frangipani",4.4,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,LACOSTE,Touch Of Pink,https://m.media-amazon.com/images/I/61DzF+8Mp4L._AC_UL480_FMwebp_QL65_.jpg,249,90,817.2,90,EDT,Women,Floral,"Sandalwood, Musk, Vanilla","Carrot Seeds, Coriander, Jasmine, Violet Leaf, Cardamom",5,Cute Shop,3.7,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,TED LAPIDUS,Creation,https://m.media-amazon.com/images/I/71SjunzrIdL._AC_UL480_FMwebp_QL65_.jpg,101,50,454,100,EDT,Women,Floral,"Jasmine, Rose, Tuberose, Carnation","Jasmine, Rose, Tuberose, Carnation",4.7,alkhalijiah perfume,3.5,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,Benetton,Hot,https://m.media-amazon.com/images/I/51qvfKB+-yL._SX679_.jpg,124,29.85,271.038,100,EDT,Women,Fruity,"Sandalwood, Amber, Musk, Vanilla, Oakmoss, Cedar","Apricot, Iris, Water Jasmine, Lily Of The Valley",5,Beauty Gallery,3.7,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,Sedr Al-Khaleej Perfumes,Love Touch,https://assets.goldenscent.com/catalog/product/g/o/golden_scent_sedr_alkhaleej_love_touch_for_women_100_ml_unisex_6287001951850_2.jpg,111,49.85,452.638,100,EDP,Women,Fresh,"Woody, Leather, Musk","Tiare Flower, Rose",5,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,BURBERRY,My Burberry Blush,https://image-optimizer-th.production.sephora-asia.net/images/product_images/closeup_1_Product_3614229829044-Burberry-BURBERRY-My-Burberry-Blush-Eau-de-Parfum-90ml-Updated_4c484a2fa4b76615abd565c511b9b0fca7a0bbd5_1676607953.png,699,199.9,1815.092,90,EDP,Women,Arabian,"Jasmine, Wisteria","Rose petals, Green apple, Geranium",4.5,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,LANVIN,Rumeur,https://plummour.com/wp-content/uploads/2022/02/Rumeur-2-Rose-Lanvin-EDP-100ml-1.jpg,154,71,644.68,100,EDP,Women,Floral,"Amber, Patchouli, Musk","Orange Blossom, Plum, Rose, Jasmine, Lily Of The Valley",5,top langri,3.7,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
